Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
1123FENC_01,11-08-2023,FENC,1,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_02,11-08-2023,FENC,2,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_03,11-08-2023,FENC,3,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_04,11-08-2023,FENC,4,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_05,11-08-2023,FENC,5,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
1123FENC_06,11-08-2023,FENC,6,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_07,11-08-2023,FENC,7,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_08,11-08-2023,FENC,8,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_09,11-08-2023,FENC,9,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_10,11-08-2023,FENC,10,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_11,11-08-2023,FENC,11,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_12,11-08-2023,FENC,12,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_13,11-08-2023,FENC,13,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_14,11-08-2023,FENC,14,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_15,11-08-2023,FENC,15,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_16,11-08-2023,FENC,16,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_17,11-08-2023,FENC,17,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_18,11-08-2023,FENC,18,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_19,11-08-2023,FENC,19,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_20,11-08-2023,FENC,20,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_21,11-08-2023,FENC,21,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_22,11-08-2023,FENC,22,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_23,11-08-2023,FENC,23,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_24,11-08-2023,FENC,24,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_25,11-08-2023,FENC,25,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_26,11-08-2023,FENC,26,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_27,11-08-2023,FENC,27,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_28,11-08-2023,FENC,28,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_29,11-08-2023,FENC,29,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing
1123FENC_30,11-08-2023,FENC,30,06-06-2025,Sarina Dery,NA,7_Reabsorbing,TRUE,09-10-2025,Kyra Lenderman,NA,7_Reabsorbing,,NA,7_Reabsorbing