"type","durationMinutes","startTime","endTime","startNum","endNum","eventSalinity"
"Moderately Severe",89.9999999986903,"2024-06-15 00:09:00","2024-06-15 01:39:00",54.49043,54.4906,3.906310875
"Moderately Severe",89.9999999986903,"2024-07-13 11:09:00","2024-07-13 12:39:00",54.5684,54.56857,3.073282725
"Moderately Severe",179.999999997381,"2024-07-18 01:39:00","2024-07-18 04:39:00",54.58101,54.58135,3.22297848571429
"Moderately Severe",59.9999999991269,"2024-08-06 20:09:00","2024-08-06 21:09:00",54.63518,54.63529,3.77021033333333
"Moderately Severe",149.999999994083,"2024-08-18 15:39:00","2024-08-18 18:09:00",54.66754,54.66783,3.06091328333333
"Moderate",149.999999994083,"2024-06-14 23:09:00","2024-06-15 01:39:00",54.49031,54.4906,5.07237166666667
"Moderate",60.0000000028615,"2024-07-06 18:09:00","2024-07-06 19:09:00",54.55002,54.55013,8.87760266666667
"Moderate",150.000000001552,"2024-07-13 10:09:00","2024-07-13 12:39:00",54.56828,54.56857,4.35746865
"Moderate",209.999999996944,"2024-07-18 01:09:00","2024-07-18 04:39:00",54.58095,54.58135,3.97670805
"Moderate",60.0000000028615,"2024-07-23 07:09:00","2024-07-23 08:09:00",54.59534,54.59545,8.04258733333333
"Moderate",90.0000000024249,"2024-08-06 19:39:00","2024-08-06 21:09:00",54.63512,54.63529,4.91599825
"Moderate",150.000000001552,"2024-08-07 06:09:00","2024-08-07 08:39:00",54.63632,54.6366,5.89610563333333
"Moderate",179.999999997381,"2024-08-18 15:09:00","2024-08-18 18:09:00",54.66748,54.66783,3.75723052857143
"Moderate",149.999999994083,"2024-08-19 03:39:00","2024-08-19 06:09:00",54.66891,54.6692,6.14703336666667
"Marginal",179.999999997381,"2024-06-14 22:39:00","2024-06-15 01:39:00",54.49026,54.4906,6.34142485714286
"Marginal",60.0000000028615,"2024-06-27 10:09:00","2024-06-27 11:09:00",54.52445,54.52456,10.1671936666667
"Marginal",150.000000001552,"2024-07-01 00:09:00","2024-07-01 02:39:00",54.53426,54.53455,12.5452359166667
"Marginal",150.000000001552,"2024-07-06 16:39:00","2024-07-06 19:09:00",54.54985,54.55013,10.0350875
"Marginal",150.000000001552,"2024-07-13 10:09:00","2024-07-13 12:39:00",54.56828,54.56857,4.35746865
"Marginal",149.999999997817,"2024-07-13 21:39:00","2024-07-14 00:09:00",54.56959,54.56988,11.1689449166667
"Marginal",239.999999996508,"2024-07-18 00:39:00","2024-07-18 04:39:00",54.5809,54.58135,4.96318437777778
"Marginal",60.0000000028615,"2024-07-18 14:39:00","2024-07-18 15:39:00",54.58249,54.58261,13.6947596666667
"Marginal",180.000000001115,"2024-07-23 05:39:00","2024-07-23 08:39:00",54.59517,54.59551,10.430919
"Marginal",119.999999998254,"2024-08-06 19:09:00","2024-08-06 21:09:00",54.63506,54.63529,6.2540375
"Marginal",209.999999996944,"2024-08-07 05:09:00","2024-08-07 08:39:00",54.6362,54.6366,7.653722725
"Marginal",209.999999996944,"2024-08-18 14:39:00","2024-08-18 18:09:00",54.66743,54.66783,4.9829158375
"Marginal",210.000000004413,"2024-08-19 03:09:00","2024-08-19 06:39:00",54.66885,54.66925,7.884776025
"Marginal",60.0000000028615,"2024-08-19 17:39:00","2024-08-19 18:39:00",54.67051,54.67062,12.797205
"Marginal",119.999999998254,"2024-08-20 05:09:00","2024-08-20 07:09:00",54.67182,54.67205,10.5625202
"Marginal",59.9999999953923,"2024-08-20 18:39:00","2024-08-20 19:39:00",54.67336,54.67348,12.7711623333333
"Marginal",60.0000000028615,"2024-08-21 07:09:00","2024-08-21 08:09:00",54.67479,54.6749,13.8323686666667
"Sub-Optimal",209.999999996944,"2024-06-14 22:09:00","2024-06-15 01:39:00",54.4902,54.4906,7.9095255
"Sub-Optimal",150.000000005286,"2024-06-15 10:39:00","2024-06-15 13:09:00",54.49163,54.49191,16.5653701666667
"Sub-Optimal",60.0000000028615,"2024-06-16 01:09:00","2024-06-16 02:09:00",54.49328,54.4934,19.116713
"Sub-Optimal",179.999999997381,"2024-06-22 04:09:00","2024-06-22 07:09:00",54.51006,54.51041,15.7765302857143
"Sub-Optimal",180.000000001115,"2024-06-27 08:09:00","2024-06-27 11:09:00",54.52422,54.52456,13.6560855714286
"Sub-Optimal",209.999999996944,"2024-06-30 23:09:00","2024-07-01 02:39:00",54.53415,54.53455,13.9021368125
"Sub-Optimal",180.000000001115,"2024-07-06 16:09:00","2024-07-06 19:09:00",54.54979,54.55013,10.9347285714286
"Sub-Optimal",120.000000001988,"2024-07-07 06:09:00","2024-07-07 08:09:00",54.55139,54.55162,16.3547686
"Sub-Optimal",210.000000000679,"2024-07-13 09:39:00","2024-07-13 13:09:00",54.56822,54.56862,7.4767268625
"Sub-Optimal",269.999999999806,"2024-07-13 20:09:00","2024-07-14 00:39:00",54.56942,54.56994,14.34353095
"Sub-Optimal",90.0000000024249,"2024-07-14 11:09:00","2024-07-14 12:39:00",54.57114,54.57131,18.4876945
"Sub-Optimal",269.999999999806,"2024-07-18 00:09:00","2024-07-18 04:39:00",54.58084,54.58135,6.27596054
"Sub-Optimal",179.999999997381,"2024-07-18 13:09:00","2024-07-18 16:09:00",54.58232,54.58267,15.662729
"Sub-Optimal",60.0000000028615,"2024-07-19 04:09:00","2024-07-19 05:09:00",54.58404,54.58415,16.7141603333333
"Sub-Optimal",210.000000000679,"2024-07-23 05:09:00","2024-07-23 08:39:00",54.59511,54.59551,11.401556125
"Sub-Optimal",90.0000000024249,"2024-07-23 19:09:00","2024-07-23 20:39:00",54.59671,54.59688,15.8509875
"Sub-Optimal",180.000000001115,"2024-08-04 04:09:00","2024-08-04 07:09:00",54.62787,54.62821,15.7903931428571
"Sub-Optimal",59.9999999953923,"2024-08-05 06:39:00","2024-08-05 07:39:00",54.6309,54.63101,16.3055466666667
"Sub-Optimal",149.999999997817,"2024-08-06 18:39:00","2024-08-06 21:09:00",54.63501,54.63529,8.23987641666667
"Sub-Optimal",240.000000003977,"2024-08-07 04:39:00","2024-08-07 08:39:00",54.63615,54.6366,8.72045508888889
"Sub-Optimal",119.999999998254,"2024-08-07 19:09:00","2024-08-07 21:09:00",54.6378,54.63803,17.5678188
"Sub-Optimal",89.9999999986903,"2024-08-08 07:39:00","2024-08-08 09:09:00",54.63923,54.6394,15.722587
"Sub-Optimal",59.9999999953923,"2024-08-08 20:09:00","2024-08-08 21:09:00",54.64066,54.64077,17.7632273333333
"Sub-Optimal",90.0000000024249,"2024-08-09 08:09:00","2024-08-09 09:39:00",54.64203,54.6422,17.738197
"Sub-Optimal",59.9999999991269,"2024-08-09 21:09:00","2024-08-09 22:09:00",54.64351,54.64362,18.1643583333333
"Sub-Optimal",89.9999999986903,"2024-08-10 08:39:00","2024-08-10 10:09:00",54.64482,54.64499,17.04732125
"Sub-Optimal",239.999999996508,"2024-08-18 14:09:00","2024-08-18 18:09:00",54.66737,54.66783,6.41805496666667
"Sub-Optimal",240.000000000242,"2024-08-19 02:39:00","2024-08-19 06:39:00",54.6688,54.66925,8.95561146666667
"Sub-Optimal",180.000000001115,"2024-08-19 15:39:00","2024-08-19 18:39:00",54.67028,54.67062,15.2691785714286
"Sub-Optimal",209.999999996944,"2024-08-20 03:39:00","2024-08-20 07:09:00",54.67165,54.67205,13.061934625
"Sub-Optimal",119.999999998254,"2024-08-20 17:39:00","2024-08-20 19:39:00",54.67325,54.67348,14.8670726
"Sub-Optimal",90.0000000024249,"2024-08-21 06:39:00","2024-08-21 08:09:00",54.67473,54.6749,14.9790615
"Sub-Optimal",89.9999999986903,"2024-08-21 19:09:00","2024-08-21 20:39:00",54.67616,54.67633,16.6031
"Sub-Optimal",60.0000000028615,"2024-08-22 07:39:00","2024-08-22 08:39:00",54.67759,54.6777,15.363654
"Sub-Optimal",59.9999999953923,"2024-08-22 20:09:00","2024-08-22 21:09:00",54.67901,54.67913,16.0821915
"Sub-Optimal",59.9999999991269,"2024-08-23 08:39:00","2024-08-23 09:39:00",54.68044,54.68055,16.637741
"Sub-Optimal",60.0000000028615,"2024-08-23 21:09:00","2024-08-23 22:09:00",54.68187,54.68198,17.227211
"Sub-Optimal",60.0000000028615,"2024-08-24 22:09:00","2024-08-24 23:09:00",54.68472,54.68483,18.298753
"Sub-Optimal",119.999999998254,"2024-09-08 07:42:00","2024-09-08 09:42:00",54.72417,54.72439,18.0679902
