Location Properties,,,,,,,,,,,,,,,,,
Location Name = AshCreek,,,,,,,,,,,,,,,,,
Location ID = 82862c1c-6906-4407-9675-91cd165864a7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Report Properties,,,,,,,,,,,,,,,,,
Start Time = 2025-08-12 08:10:30,,,,,,,,,,,,,,,,,
Duration = 29.23:35:33,,,,,,,,,,,,,,,,,
Readings = 82,,,,,,,,,,,,,,,,,
Time Offset = -04:00:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Instrument Properties,,,,,,,,,,,,,,,,,
Device Model = Aqua TROLL 600,,,,,,,,,,,,,,,,,
Device SN = 1005044,,,,,,,,,,,,,,,,,
Device Firmware = 2.42,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Log Properties,,,,,,,,,,,,,,,,,
Log Name = Log_0425ASHC,,,,,,,,,,,,,,,,,
Log Type = Linear,,,,,,,,,,,,,,,,,
Log File Number = 1,,,,,,,,,,,,,,,,,
Log ID = 92fb0cbc-dee2-4f14-b243-87e318f79d3d,,,,,,,,,,,,,,,,,
Log Wrapping Enabled = True,,,,,,,,,,,,,,,,,
Interval = 00:30:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date Time,Chlorophyll-a Fluorescence (RFU) (1007122),pH (pH) (1111275),pH mV (mV) (1111275),ORP (mV) (1111275),RDO Concentration (mg/L) (1003326),RDO Saturation (%Sat) (1003326),Oxygen Partial Pressure (Torr) (1003326),Actual Conductivity (µS/cm) (1026748),Specific Conductivity (µS/cm) (1026748),Salinity (PSU) (1026748),Resistivity (Ω⋅cm) (1026748),Density (g/cm³) (1026748),Total Dissolved Solids (ppt) (1026748),Temperature (°C) (1005044),External Voltage (V) (1005044),Battery Capacity (%) (1005044),Barometric Pressure (mm Hg) (1005044)
8/12/2025 8:10,0.018752579,6.3730593,2.117157,68.93796,7.9744697,97.371155,151.25179,118.91767,116.75618,0.054873623,8409.179,0.9968366,0.075891525,25.969257,0.261,81,766.55914
8/12/2025 8:19,0.038163453,7.341261,-51.56994,69.37188,4.9109464,66.22712,103.28732,37326.555,38291.227,24.677845,26.790579,1.0159397,24.889297,23.680994,0.153,81,766.5367
8/12/2025 8:49,0.040195663,7.3215528,-50.47798,99.01208,5.0245795,67.857925,105.81841,37442.203,38360.7,24.728779,26.70783,1.0159599,24.934454,23.746405,0.036,81,766.5367
8/12/2025 9:19,0.042810086,7.2590647,-47.00184,103.21778,4.511742,60.915398,94.968506,36886.41,37688.496,24.251593,27.110256,1.0155612,24.497522,23.885757,0.036,81,766.5367
8/12/2025 9:50,0.36302918,7.4175806,-55.89485,103.1844,4.6219587,63.261635,98.61241,39863.37,40667.758,26.38951,25.085686,1.0171498,26.434042,23.964426,0.027,81,766.5367
8/12/2025 10:20,0.20798184,7.515074,-61.383247,112.30153,5.1905794,71.89036,112.03685,42226.516,42971.09,28.060534,23.681803,1.0183731,27.931208,24.09281,0.027,81,766.5367
8/12/2025 10:50,0.47807258,7.6505733,-69.04602,115.25315,6.1006894,84.99652,132.39069,42641.434,43146.32,28.194675,23.451368,1.0183892,28.045109,24.387344,0.027,81,766.5367
8/12/2025 11:20,0.78192914,7.7101364,-72.40772,121.976555,6.5341463,91.20718,142.04277,42813.824,43251.91,28.273394,23.356941,1.0184247,28.11374,24.469702,0.027,81,766.5367
8/12/2025 11:50,0.750788,7.759906,-75.22583,126.368225,6.9190936,96.756294,150.65697,42914.977,43271.086,28.289528,23.30189,1.0184078,28.126207,24.569124,0.027,81,766.5367
8/12/2025 12:20,0.9232666,7.7825413,-76.47991,131.06506,7.1146913,99.3955,154.78505,42901.18,43311.176,28.31733,23.309381,1.0184475,28.152266,24.504383,0.036,81,766.5367
8/12/2025 12:50,1.0301255,7.800439,-77.51465,137.50714,7.2525983,101.53262,158.0789,43007.19,43321.117,28.3271,23.251925,1.0184212,28.158726,24.620604,0.027,81,766.5367
8/12/2025 13:20,1.0941281,7.8422937,-79.927444,141.68901,7.6698976,107.797066,167.7584,43163.46,43283.637,28.304745,23.167744,1.0183357,28.134365,24.854637,0.036,81,766.5367
8/12/2025 13:50,1.1842911,7.822007,-78.725815,146.60997,7.4311934,104.058,162.01053,43062.855,43376.676,28.367609,23.221869,1.0184515,28.19484,24.621218,0.036,81,766.5367
8/12/2025 14:20,0.6732545,7.7749557,-76.06506,146.47168,7.2546806,101.47492,158.01071,43048.867,43424.535,28.400885,23.229416,1.0184982,28.225948,24.547064,0.027,81,766.5367
8/12/2025 14:50,0.34109735,7.773537,-75.98877,137.89339,6.798545,95.11431,148.10275,43054.625,43419.402,28.397429,23.226309,1.0184919,28.222612,24.560143,0.027,81,766.5367
8/12/2025 15:20,0.5454756,7.817419,-78.639984,142.31366,7.650387,108.34617,168.47809,43597.203,43371.016,28.37694,22.937252,1.0182664,28.19116,25.273043,0.036,81,766.5367
8/12/2025 15:50,0.47548127,7.78685,-76.999664,147.78775,7.4493237,106.06445,164.83046,43854.105,43371.4,28.383186,22.802881,1.0181786,28.19141,25.582703,0.045,81,766.5367
8/12/2025 16:20,0.100745924,7.747363,-74.801445,148.16922,7.2841215,103.90295,161.43828,43951.77,43382.83,28.393463,22.752213,1.0181552,28.19884,25.686623,0.054,81,766.5367
8/12/2025 16:50,0.1195233,7.7313857,-73.97175,142.38518,7.328012,105.03581,163.10565,44172.61,43367.387,28.387379,22.638464,1.0180644,28.188803,25.972115,0.054,81,766.5367
8/12/2025 17:20,0.44504586,7.711959,-72.98946,144.1161,7.1631017,103.47747,160.53374,44523.887,43333.914,28.370909,22.459854,1.0179101,28.167044,26.437725,0.072,81,766.5367
8/12/2025 17:50,0.52970237,7.664931,-70.381165,141.70808,6.801397,98.560585,152.84065,44602.848,43245.39,28.309595,22.420094,1.0178008,28.109503,26.643435,0.063,81,766.5367
8/12/2025 18:20,0.57858944,7.6400824,-69.031715,142.47102,6.502195,94.57615,146.58821,44714.977,43162.39,28.252722,22.363873,1.017684,28.055553,26.883291,0.072,81,766.5367
8/12/2025 18:50,0.6250731,7.5891533,-66.194534,142.82387,6.0837636,88.75112,137.5015,44770.344,43057.164,28.17888,22.336214,1.0175664,27.987158,27.08317,0.072,81,766.5367
8/12/2025 19:21,0.74323905,7.5093765,-61.69319,131.25104,5.4475226,79.534706,123.2034,44726.88,42957.945,28.10752,22.35792,1.0174903,27.922665,27.15593,0.09,81,766.5367
8/12/2025 19:51,0.80579084,7.467898,-59.3853,122.49631,4.9604106,72.63528,112.4659,44756.234,42823.906,28.012619,22.343256,1.0173545,27.835539,27.362444,0.081,81,766.5367
8/12/2025 20:21,0.7189938,7.415864,-56.414604,114.61419,4.638288,67.71997,104.881935,44421.027,42595.297,27.844273,22.511862,1.0172652,27.686943,27.244099,0.081,81,766.5367
8/12/2025 20:51,0.45694062,7.3712826,-53.873062,110.499084,4.085583,59.45191,92.09474,43889.742,42156.33,27.523306,22.784367,1.0170529,27.401613,27.152811,0.072,81,766.5367
8/12/2025 21:21,0.41686428,7.297736,-49.6912,100.02774,3.2833207,47.66937,73.85934,43678.742,42034.49,27.433214,22.894432,1.017018,27.322418,27.047997,0.072,81,766.5367
8/12/2025 21:51,0.45080328,7.2792373,-48.60401,100.452126,3.376934,48.711555,75.51352,42897.695,41471.23,27.020557,23.311275,1.0167848,26.9563,26.800867,0.072,81,766.5367
8/12/2025 22:21,0.97231287,7.450307,-58.15506,115.710915,4.5760784,65.57375,101.787926,43461.89,42519.176,27.772276,23.008663,1.0175447,27.637465,26.160814,0.063,81,766.5367
8/12/2025 22:51,1.2725154,7.765416,-75.81234,130.49763,6.7376957,96.03308,149.21793,43844.504,43297.44,28.33069,22.807877,1.0181155,28.143337,25.661518,0.054,81,766.5367
8/12/2025 23:21,0.8022501,7.809485,-78.24421,137.44038,7.304307,103.82661,161.38947,43840.434,43453.24,28.4407,22.809994,1.0182567,28.244604,25.466526,0.045,81,766.5367
8/12/2025 23:51,0.90968037,7.8716655,-81.64883,144.20193,7.662683,108.31657,168.48372,43677.58,43582.844,28.528332,22.895042,1.0184276,28.32885,25.113804,0.045,81,766.5367
8/13/2025 0:21,1.1380893,7.8849907,-82.36408,149.471,7.805602,110.11266,171.31796,43601.562,43609.742,28.545418,22.934958,1.0184771,28.346333,24.99018,0.036,81,766.5367
8/13/2025 0:51,0.8401947,7.876835,-81.87771,151.61674,7.7446227,109.07012,169.72865,43540.047,43632.816,28.560139,22.967361,1.0185182,28.361332,24.888683,0.036,81,766.5367
8/13/2025 1:21,0.9697327,7.871765,-81.567764,150.1624,7.650077,107.57002,167.4232,43470.09,43639.066,28.562765,23.004324,1.0185469,28.365395,24.797274,0.027,81,766.5367
8/13/2025 1:51,1.0564814,7.859124,-80.8382,148.45055,7.5752373,106.38619,165.60294,43413.06,43641.637,28.563108,23.034544,1.0185683,28.367064,24.725782,0.027,81,766.5367
8/13/2025 2:21,1.1418058,7.8406906,-79.7987,146.12836,7.3653026,103.40635,160.96913,43391.676,43633.12,28.556564,23.045895,1.0185678,28.361528,24.710285,0.036,81,766.5367
8/13/2025 2:51,0.6878775,7.7900176,-76.95675,142.06093,6.8317585,95.93902,149.3406,43398.023,43626.35,28.551962,23.042524,1.0185598,28.357128,24.725985,0.036,81,766.5367
8/13/2025 3:21,0.6321052,7.774245,-76.06506,138.49419,6.680254,93.78382,145.992,43403.1,43650.457,28.569063,23.039827,1.0185794,28.372799,24.703314,0.036,81,766.5367
8/13/2025 3:51,0.3514337,7.7086687,-72.38388,145.47032,6.242966,87.65836,136.45474,43416.668,43658.113,28.574802,23.032629,1.0185815,28.377775,24.710453,0.027,80,766.5367
8/13/2025 4:21,0.24475612,7.6412644,-68.60256,146.2571,5.659335,79.46177,123.69099,43347.65,43572.797,28.512957,23.069302,1.0185294,28.322317,24.729467,0.036,80,766.5367
8/13/2025 4:51,0.0590112,7.5786357,-65.09781,146.81978,5.3622704,75.361244,117.29496,43373.93,43549.605,28.497313,23.055325,1.0185001,28.307243,24.7888,0.036,80,766.5367
8/13/2025 5:21,0.12982002,7.56075,-64.09645,145.47032,5.19743,73.063194,113.714775,43381.48,43543.895,28.493477,23.051311,1.0184927,28.303532,24.804718,0.036,80,766.5367
8/13/2025 5:51,0.13078798,7.5218725,-61.90777,146.83408,4.951578,69.54982,108.251015,43256.4,43436.305,28.41455,23.117968,1.0184395,28.233599,24.783148,0.036,80,766.5367
8/13/2025 6:21,0.07289551,7.4669433,-58.817863,148.21214,4.5247974,63.522095,98.873,43200.89,43397.83,28.386051,23.14767,1.018424,28.20859,24.762411,0.036,80,766.5367
8/13/2025 6:51,0.11206433,7.435389,-57.03926,145.94716,4.2798443,60.020176,93.4278,43056.145,43278.83,28.298634,23.225489,1.0183675,28.131237,24.730612,0.027,80,766.5367
8/13/2025 7:21,0.047169413,7.3671327,-53.20549,143.48668,3.9482005,55.30637,86.09022,42783.75,43004.84,28.09906,23.37336,1.0182171,27.953146,24.730833,0.036,80,766.5367
8/13/2025 7:51,0.047985602,7.343324,-51.870346,138.15564,3.7459614,52.494843,81.7119,42839.76,43051.004,28.132933,23.3428,1.018239,27.983154,24.7431,0.027,80,766.5367
8/13/2025 8:21,0.045415588,7.302745,-49.610138,137.35933,3.6368654,50.98963,79.35174,42564.637,42680.36,27.865568,23.493681,1.018004,27.742233,24.858042,0.027,80,766.5367
8/13/2025 8:51,0.047442082,7.340544,-51.779747,135.01328,3.9328053,55.320496,86.04851,42468.773,42371.066,27.645914,23.546713,1.0177612,27.541193,25.12073,0.036,80,766.5367
8/13/2025 9:21,0.043174546,7.3762255,-53.84922,134.59366,4.5229225,63.88777,99.30762,42298.145,41923,27.326986,23.641699,1.0174184,27.24995,25.468508,0.045,80,766.5367
8/13/2025 9:51,0.04657681,7.339909,-51.85604,133.78305,4.9588985,70.208405,109.06845,41838.93,41235.344,26.833605,23.901184,1.0169584,26.802975,25.766369,0.054,80,766.5367
8/13/2025 10:21,0.17312017,7.395214,-54.9078,135.01805,4.565056,64.51117,100.287964,42603.4,42271.82,27.579256,23.472305,1.0176252,27.476683,25.410677,0.054,80,766.5367
8/13/2025 10:51,0.692369,7.7217083,-73.34232,139.95332,6.80747,96.8638,150.51761,43532.387,43013.5,28.123075,22.971403,1.0179683,27.958775,25.631594,0.045,80,766.5367
8/13/2025 11:21,0.78547114,7.8116183,-78.44925,146.12836,7.4338036,106.144135,164.88664,43846.42,43194.555,28.25799,22.806879,1.0180222,28.07646,25.790127,0.054,80,766.5367
8/13/2025 11:51,1.0173761,7.9034047,-83.642006,155.14058,8.27882,118.428955,183.94531,44071.64,43361.1,28.380745,22.690329,1.018094,28.184715,25.857933,0.054,80,766.5367
8/13/2025 12:21,0.98136544,7.920684,-84.60045,160.86263,8.447497,120.78868,187.63127,44151.547,43485.23,28.470358,22.649263,1.0181781,28.2654,25.80224,0.054,80,766.5367
8/13/2025 12:51,0.89826727,7.9211693,-84.609985,163.96207,8.392442,119.90487,186.28168,44167.19,43552.188,28.518099,22.641241,1.0182331,28.308922,25.73932,0.045,80,766.5367
8/13/2025 13:21,0.7744654,7.893938,-83.026886,168.26314,8.10831,115.51952,179.53041,44066.145,43595.55,28.546497,22.69316,1.0183069,28.337109,25.565157,0.036,80,766.5367
8/13/2025 13:51,0.9444013,7.908065,-83.82797,172.54991,8.195524,116.81835,181.54207,44119.02,43632.008,28.573479,22.665962,1.0183214,28.360806,25.584389,0.045,80,766.5367
8/13/2025 14:21,0.8445031,7.8301954,-79.32663,173.43205,7.477033,105.796745,164.55222,43788.72,43662.188,28.587019,22.836931,1.0184605,28.38042,25.15173,0.045,80,766.5367
8/13/2025 14:51,0.5675332,7.747734,-74.61548,172.78831,6.646393,93.58712,145.64272,43592.875,43709.47,28.615492,22.93953,1.0185683,28.411156,24.860342,0.027,80,766.5367
8/13/2025 15:21,0.09585398,7.6704288,-70.25719,156.75706,5.6828537,79.94271,124.4232,43565.21,43732.59,28.63108,22.954096,1.0185977,28.426184,24.799616,0.036,80,766.5367
8/13/2025 15:51,0.32285503,7.790727,-77.19517,151.45464,7.0795865,100.78069,156.64638,44105.48,43693.066,28.616358,22.67292,1.0183806,28.400494,25.494183,0.045,80,766.5367
8/13/2025 16:21,0.39527667,7.794334,-77.47173,161.04382,7.1990595,102.97325,159.9649,44320,43671.387,28.605883,22.563177,1.0182874,28.386402,25.777603,0.054,80,766.5367
8/13/2025 16:51,0.33732775,7.789648,-77.30484,166.37486,7.257075,104.46327,162.15703,44607.117,43645.02,28.593393,22.417948,1.018164,28.369263,26.15412,0.054,80,766.5367
8/13/2025 17:21,0.11079585,7.785326,-77.147484,168.86395,7.3754296,106.74701,165.58812,44818.074,43577.69,28.549894,22.312428,1.0180285,28.325499,26.490246,0.063,80,766.5367
8/13/2025 17:52,0.160261,7.766527,-76.15566,170.55672,7.146625,103.90224,161.08252,44998.777,43529.594,28.519203,22.222826,1.01792,28.294235,26.76709,0.072,80,766.5367
8/13/2025 17:52,0.23041344,7.7637014,-75.99354,170.73793,7.1453056,103.862885,161.02455,44981.473,43520.14,28.51215,22.231375,1.0179175,28.288092,26.758028,0.081,80,766.5367
8/13/2025 22:34,0.16081467,7.180566,-43.067932,147.08203,2.5533814,36.860477,57.10419,41993.9,40365.78,26.224243,23.812983,1.0160917,26.237759,27.11173,0.099,79,766.5367
8/13/2025 23:04,0.6912508,7.5173054,-61.86962,153.4955,4.7414684,67.71934,105.18656,43746.348,43056.594,28.15825,22.85905,1.0179324,27.986786,25.83873,0.063,79,766.5367
8/13/2025 23:34,1.0779797,7.5328226,-62.766075,160.3095,4.85385,69.38423,107.75033,43606.625,42835.914,27.999228,22.932295,1.0177817,27.843346,25.941998,0.054,79,766.5367
8/14/2025 0:04,0.9682896,7.6476116,-69.19861,167.0186,5.725882,81.681015,126.89165,43704.88,43076.14,28.171156,22.880741,1.0179646,27.99949,25.76419,0.054,79,766.5367
8/14/2025 0:34,0.76353663,7.728677,-73.70949,169.80809,6.3347936,90.0832,140.00954,43733.07,43296.008,28.32715,22.865992,1.0181527,28.142406,25.528522,0.045,79,766.5367
8/14/2025 1:04,1.0926973,7.7355547,-74.043274,176.6793,6.32273,89.61177,139.33545,43648.133,43389.016,28.390856,22.910488,1.018265,28.20286,25.312664,0.045,79,766.5367
8/14/2025 1:34,1.2640264,7.7498946,-74.858665,182.10095,6.372216,90.35363,140.47986,43644.61,43358.074,28.368927,22.912336,1.0182387,28.182749,25.346,0.045,79,766.5367
8/14/2025 2:04,1.2020825,7.727496,-73.58551,177.23244,6.2231364,88.184975,137.12152,43664.215,43419.23,28.412552,22.90205,1.0182866,28.2225,25.29541,0.036,79,766.5367
8/14/2025 2:34,0.9299331,7.700357,-71.992874,186.32097,6.062562,85.55006,133.0937,43560.5,43540.1,28.49531,22.956577,1.0184292,28.301065,25.024529,0.036,79,766.5367
8/14/2025 3:04,0.98850906,7.724399,-73.34232,187.57504,6.2761497,88.55807,137.7758,43575.1,43562.39,28.511375,22.948885,1.0184441,28.315554,25.01528,0.045,79,766.5367
8/14/2025 3:34,0.69754446,7.700689,-71.988106,187.03145,5.9187965,83.39187,129.7601,43512.504,43572.844,28.517185,22.9819,1.0184743,28.32235,24.927498,0.036,79,766.5367
9/11/2025 7:46,0.036423545,7.4554954,-57.04403,479.0227,8.282146,88.84585,139.58751,1287.2318,1454.7268,0.73773134,776.86084,0.998978,0.94557244,18.971807,0,91,766.4541
,,,,,,,,,,,,,,,,,
Log Notes,,,,,,,,,,,,,,,,,
2025-04-01 08:38:47 Started,,,,,,,,,,,,,,,,,
2025-05-01 09:31:14 Paused,,,,,,,,,,,,,,,,,
2025-05-01 09:32:32 Resumed,,,,,,,,,,,,,,,,,
2025-05-01 09:33:42 Paused,,,,,,,,,,,,,,,,,
"2025-05-01 09:38:37 pH Calibrated (Sensor: pH/ORP, Serial Number: 1111275)",,,,,,,,,,,,,,,,,
2025-05-01 09:40:58 Resumed,,,,,,,,,,,,,,,,,
2025-05-01 09:41:57 Hardware Reset,,,,,,,,,,,,,,,,,
2025-06-16 09:18:56 Paused,,,,,,,,,,,,,,,,,
"2025-06-16 09:29:22 pH Calibrated (Sensor: pH/ORP, Serial Number: 1111275)",,,,,,,,,,,,,,,,,
2025-06-16 09:33:19 Resumed,,,,,,,,,,,,,,,,,
2025-07-14 07:59:26 Paused,,,,,,,,,,,,,,,,,
"2025-07-14 08:10:22 pH Calibrated (Sensor: pH/ORP, Serial Number: 1111275)",,,,,,,,,,,,,,,,,
2025-07-14 08:15:09 Resumed,,,,,,,,,,,,,,,,,
2025-08-12 07:35:21 Paused,,,,,,,,,,,,,,,,,
"2025-08-12 08:04:02 pH Calibrated (Sensor: pH/ORP, Serial Number: 1111275)",,,,,,,,,,,,,,,,,
2025-08-12 08:10:29 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-12 08:19:31 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-12 09:19:51 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-12 09:50:10 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-12 17:20:50 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-12 19:21:14 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-13 17:52:33 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-13 17:52:59 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-13 18:40:14 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-13 22:33:26 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-13 22:34:16 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-14 04:07:36 Hardware Reset,,,,,,,,,,,,,,,,,
2025-08-14 04:07:56 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:00:40 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:01:01 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:01:21 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:01:42 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:02:02 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:02:22 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:02:43 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:03:16 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:03:36 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:03:57 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:04:18 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:04:38 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:07:26 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:07:47 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:08:07 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:08:27 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:08:47 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:09:08 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:09:28 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:09:49 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:10:09 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:10:29 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:10:50 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:11:10 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:11:31 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:11:52 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:12:12 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:12:33 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:12:54 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:13:15 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:13:35 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:13:56 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:14:16 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-06 15:14:36 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-11 07:46:03 Hardware Reset,,,,,,,,,,,,,,,,,
2025-09-11 07:47:56 Paused,,,,,,,,,,,,,,,,,
